SalesID,Date,CustomerName,CustomerPhone,CustomerEmail,VehicleMake,VehicleModel,VehicleYear,VehicleColor,VehicleType,VehicleMileage,VehicleEngine,VehicleTransmission,SalePrice,SaleType,SalespersonID,DealershipLocation,FinancingApproved,DownPayment,LoanTerm
1518,2023-03-26,Customer 1518,555-595-2758,customer1518@email.com,Honda,Civic,2021,Gray,Truck,12985,2.5L I4,Automatic,23118,Used,119,Philadelphia,True,278,72
1519,2023-08-26,Customer 1519,555-153-2309,customer1519@email.com,Toyota,Tacoma,2019,Silver,Coupe,48123,5.0L V8,Manual,21805,New,118,San Antonio,False,0,0
1520,2023-12-29,Customer 1520,555-671-5293,customer1520@email.com,Jeep,Cherokee,2019,Green,Coupe,30503,2.5L I4,Automatic,43470,New,105,Phoenix,False,0,0
1521,2023-07-07,Customer 1521,555-288-2498,customer1521@email.com,Toyota,Camry,2023,White,SUV,32843,2.5L I4,CVT,27500,Used,118,Chicago,False,0,0
1522,2024-01-05,Customer 1522,555-822-7445,customer1522@email.com,Ford,Escape,2018,White,Coupe,41350,3.5L V6,Manual,42931,New,111,Los Angeles,True,6008,36
1523,2023-02-21,Customer 1523,555-570-8008,customer1523@email.com,Chevrolet,Traverse,2022,Black,SUV,5931,3.6L V6,Automatic,33062,New,120,Phoenix,False,0,0
1524,2023-09-16,Customer 1524,555-788-5720,customer1524@email.com,Chevrolet,Silverado,2024,Silver,Coupe,23526,2.5L I4,CVT,46491,New,116,Los Angeles,True,3320,48
1525,2023-01-15,Customer 1525,555-648-3560,customer1525@email.com,Mercedes,S-Class,2018,Black,Sedan,40454,3.6L V6,CVT,30056,New,120,Houston,False,0,0
1526,2023-02-11,Customer 1526,555-289-1753,customer1526@email.com,Ford,Escape,2019,Black,Truck,13329,2.5L I4,CVT,41219,New,108,Los Angeles,False,0,0
1527,2023-12-25,Customer 1527,555-888-8941,customer1527@email.com,Ford,Mustang,2019,Red,SUV,9662,2.0L I4,Automatic,26906,Used,103,Dallas,True,540,0
1528,2023-03-16,Customer 1528,555-362-2095,customer1528@email.com,Toyota,Camry,2021,Red,Coupe,8525,2.5L I4,Automatic,23554,New,110,San Jose,True,4236,48
1529,2023-07-06,Customer 1529,555-655-7748,customer1529@email.com,BMW,3 Series,2019,Gray,SUV,55724,3.6L V6,Automatic,44012,New,106,New York,True,10344,36
1530,2023-12-02,Customer 1530,555-873-2498,customer1530@email.com,Jeep,Grand Cherokee,2019,Red,Sedan,34893,3.6L V6,CVT,17489,New,120,Philadelphia,False,0,0
1531,2023-03-25,Customer 1531,555-219-4669,customer1531@email.com,Jeep,Wrangler,2018,Red,Coupe,38936,3.6L V6,Manual,33751,Used,107,Philadelphia,False,0,0
1532,2023-04-04,Customer 1532,555-385-5570,customer1532@email.com,Toyota,Camry,2019,Blue,SUV,20205,3.5L V6,Manual,30881,New,110,New York,True,659,0
1533,2023-10-16,Customer 1533,555-343-3188,customer1533@email.com,Chevrolet,Silverado,2020,Silver,Truck,59753,3.6L V6,CVT,57984,Used,107,San Diego,False,0,0
1534,2023-08-23,Customer 1534,555-688-4362,customer1534@email.com,Hyundai,Elantra,2024,Blue,SUV,24031,2.0L I4,CVT,22821,New,111,Houston,True,635,72
1535,2023-08-21,Customer 1535,555-325-7195,customer1535@email.com,Hyundai,Sonata,2021,Blue,Sedan,48896,2.5L I4,CVT,32203,New,111,Phoenix,True,1390,48
1536,2023-06-14,Customer 1536,555-171-6628,customer1536@email.com,Mercedes,E-Class,2023,White,Sedan,38059,3.5L V6,Automatic,52737,New,116,Houston,True,1721,36
1537,2024-01-01,Customer 1537,555-489-7536,customer1537@email.com,Jeep,Cherokee,2023,Blue,Coupe,43858,2.0L I4,Manual,19769,Used,119,San Antonio,True,1365,36
1538,2023-05-01,Customer 1538,555-871-7459,customer1538@email.com,Hyundai,Elantra,2022,Red,Truck,49231,5.0L V8,Automatic,48569,New,117,Phoenix,True,1820,0
1539,2023-11-04,Customer 1539,555-756-7958,customer1539@email.com,Toyota,RAV4,2022,Silver,Sedan,36269,2.0L I4,Automatic,38803,New,105,Philadelphia,True,3858,48
1540,2024-01-21,Customer 1540,555-991-1000,customer1540@email.com,Jeep,Wrangler,2022,Red,Coupe,8996,5.0L V8,Automatic,42099,New,120,San Antonio,False,0,0
1541,2023-03-10,Customer 1541,555-484-4581,customer1541@email.com,Chevrolet,Silverado,2018,White,Truck,9944,5.0L V8,Automatic,55432,Used,119,Chicago,True,10720,72
1542,2023-08-03,Customer 1542,555-500-6987,customer1542@email.com,Ford,Escape,2019,White,Coupe,33131,3.5L V6,CVT,57543,New,108,Philadelphia,False,0,0
1543,2023-09-20,Customer 1543,555-771-7165,customer1543@email.com,Jeep,Cherokee,2021,Black,Sedan,30078,3.6L V6,CVT,27873,New,102,Phoenix,False,0,0
1544,2024-01-12,Customer 1544,555-464-6143,customer1544@email.com,Audi,Q5,2018,Red,Coupe,55123,3.6L V6,Automatic,52842,Used,108,Chicago,False,0,0
1545,2023-01-03,Customer 1545,555-591-4447,customer1545@email.com,Hyundai,Sonata,2018,Gray,Coupe,57268,3.6L V6,CVT,30548,New,103,San Diego,True,3812,0
1546,2023-09-14,Customer 1546,555-506-4212,customer1546@email.com,Nissan,Titan,2020,Gray,SUV,7448,3.5L V6,CVT,26973,New,120,Phoenix,False,0,0
1547,2023-06-15,Customer 1547,555-829-1832,customer1547@email.com,BMW,5 Series,2023,Green,SUV,52192,2.5L I4,Manual,54375,New,115,Philadelphia,False,0,0
1548,2024-01-05,Customer 1548,555-298-9689,customer1548@email.com,Nissan,Rogue,2022,Black,Truck,33595,2.0L I4,Manual,25495,New,113,Los Angeles,True,3351,60
1549,2023-08-12,Customer 1549,555-489-2053,customer1549@email.com,Mercedes,S-Class,2024,White,Sedan,26886,2.5L I4,Automatic,42290,Used,104,San Jose,True,3581,0
1550,2024-01-18,Customer 1550,555-285-2245,customer1550@email.com,Nissan,Rogue,2022,Green,SUV,53048,2.0L I4,Manual,25323,New,119,San Antonio,True,2323,48
1551,2023-09-26,Customer 1551,555-626-8367,customer1551@email.com,Nissan,Rogue,2023,Gray,SUV,7903,5.0L V8,CVT,17001,New,103,San Jose,True,3085,60
1552,2023-02-12,Customer 1552,555-349-4941,customer1552@email.com,Toyota,RAV4,2021,Silver,SUV,39463,5.0L V8,CVT,22626,Used,118,San Diego,True,823,60
1553,2023-02-09,Customer 1553,555-754-8320,customer1553@email.com,Audi,A6,2019,Silver,Truck,47772,3.6L V6,CVT,31019,Used,116,Dallas,True,6501,48
1554,2023-05-11,Customer 1554,555-934-2892,customer1554@email.com,Chevrolet,Silverado,2023,White,SUV,9470,2.0L I4,Automatic,34462,Used,110,Dallas,True,4285,0
1555,2023-09-05,Customer 1555,555-657-6905,customer1555@email.com,Chevrolet,Traverse,2019,Red,Sedan,54431,2.0L I4,Manual,39814,Used,101,San Antonio,False,0,0
1556,2023-01-27,Customer 1556,555-949-8940,customer1556@email.com,Toyota,Tacoma,2021,Green,Sedan,24543,3.6L V6,Manual,29037,New,112,San Antonio,True,1875,0
1557,2023-03-31,Customer 1557,555-255-3980,customer1557@email.com,BMW,3 Series,2022,Blue,SUV,50316,2.5L I4,Automatic,34006,New,105,Los Angeles,True,6708,0
1558,2023-11-16,Customer 1558,555-274-4445,customer1558@email.com,Jeep,Grand Cherokee,2022,Red,SUV,18176,3.6L V6,CVT,37029,New,116,Los Angeles,True,352,48
1559,2023-12-20,Customer 1559,555-520-9304,customer1559@email.com,Mercedes,S-Class,2020,Black,Truck,22251,2.0L I4,Automatic,41176,Used,119,Houston,True,8747,60
1560,2023-01-31,Customer 1560,555-904-4535,customer1560@email.com,Nissan,Altima,2019,Silver,Truck,55898,2.5L I4,Manual,31793,Used,110,San Jose,True,1934,0
1561,2023-01-20,Customer 1561,555-169-6629,customer1561@email.com,Audi,A6,2022,Gray,Coupe,53590,5.0L V8,CVT,51577,Used,107,Dallas,False,0,0
1562,2023-11-20,Customer 1562,555-229-6835,customer1562@email.com,Toyota,Tacoma,2021,Black,Coupe,17596,3.6L V6,CVT,41891,Used,113,Chicago,False,0,0
1563,2023-12-16,Customer 1563,555-417-2256,customer1563@email.com,Toyota,Camry,2018,White,Truck,25976,3.6L V6,Manual,36594,Used,101,Chicago,False,0,0
1564,2023-10-31,Customer 1564,555-764-8051,customer1564@email.com,Audi,Q5,2021,Red,Coupe,32976,3.6L V6,Manual,51609,Used,105,Chicago,False,0,0
1565,2024-01-19,Customer 1565,555-759-1664,customer1565@email.com,BMW,X5,2019,Green,SUV,39904,3.6L V6,Manual,47655,Used,101,San Diego,True,10778,0
1566,2023-09-24,Customer 1566,555-631-3987,customer1566@email.com,Toyota,Tacoma,2019,Silver,SUV,54593,5.0L V8,Automatic,46895,Used,116,New York,True,5768,36
1567,2023-09-12,Customer 1567,555-428-4015,customer1567@email.com,Toyota,RAV4,2023,Gray,Truck,8382,3.5L V6,Automatic,48134,New,111,Los Angeles,False,0,0
1568,2023-08-21,Customer 1568,555-530-3807,customer1568@email.com,BMW,X5,2019,Red,SUV,26545,2.0L I4,Manual,22974,Used,105,Philadelphia,False,0,0
1569,2024-01-07,Customer 1569,555-404-2047,customer1569@email.com,Audi,Q5,2024,Gray,Coupe,37592,5.0L V8,CVT,47005,New,101,Chicago,False,0,0
1570,2023-09-29,Customer 1570,555-295-6792,customer1570@email.com,Toyota,RAV4,2021,White,Truck,55544,5.0L V8,Automatic,37863,New,101,New York,True,1184,48
1571,2023-10-22,Customer 1571,555-645-4206,customer1571@email.com,Audi,A4,2022,Green,Sedan,54255,5.0L V8,Manual,46401,New,116,Houston,False,0,0
1572,2023-08-01,Customer 1572,555-366-7852,customer1572@email.com,Honda,Accord,2022,Black,Sedan,38640,3.5L V6,CVT,29260,Used,102,New York,False,0,0
1573,2023-07-11,Customer 1573,555-691-5294,customer1573@email.com,Mercedes,S-Class,2023,Silver,Coupe,7323,3.6L V6,Manual,40231,New,105,Los Angeles,False,0,0
1574,2023-12-26,Customer 1574,555-126-4798,customer1574@email.com,BMW,X5,2019,Black,Sedan,58178,3.6L V6,Manual,28517,Used,103,Philadelphia,True,5674,48
1575,2023-09-20,Customer 1575,555-962-3035,customer1575@email.com,Jeep,Cherokee,2024,Green,Truck,17243,2.5L I4,Automatic,36870,New,117,San Jose,True,4262,72
1576,2023-05-31,Customer 1576,555-967-1829,customer1576@email.com,Hyundai,Elantra,2019,Gray,Sedan,46481,2.5L I4,CVT,34688,Used,120,New York,False,0,0
1577,2023-07-22,Customer 1577,555-507-3478,customer1577@email.com,Ford,Mustang,2021,Black,Coupe,9047,2.0L I4,Automatic,53428,Used,101,San Diego,True,6190,0
1578,2023-07-04,Customer 1578,555-811-7634,customer1578@email.com,BMW,5 Series,2022,Blue,Truck,33567,5.0L V8,Automatic,43611,New,115,New York,True,9189,0
1579,2023-03-31,Customer 1579,555-193-3396,customer1579@email.com,Honda,Accord,2024,Gray,Sedan,38967,5.0L V8,Manual,43338,Used,116,San Diego,True,4046,60
1580,2023-07-12,Customer 1580,555-506-3363,customer1580@email.com,Ford,Escape,2018,Black,Coupe,5972,2.0L I4,Manual,45411,Used,110,Dallas,False,0,0
1581,2023-12-03,Customer 1581,555-881-3190,customer1581@email.com,Chevrolet,Equinox,2020,Gray,Truck,43586,3.5L V6,Automatic,28046,New,111,New York,True,2357,72
1582,2023-01-18,Customer 1582,555-511-4211,customer1582@email.com,Hyundai,Tucson,2018,White,Truck,48920,2.0L I4,CVT,29669,Used,109,Phoenix,True,6999,48
1583,2023-10-04,Customer 1583,555-699-6081,customer1583@email.com,Toyota,RAV4,2020,White,Sedan,44662,2.0L I4,CVT,23300,Used,115,San Diego,False,0,0
1584,2023-01-09,Customer 1584,555-369-4090,customer1584@email.com,Mercedes,C-Class,2021,Blue,Coupe,9587,2.5L I4,Manual,19544,Used,104,Dallas,True,2829,36
1585,2024-01-07,Customer 1585,555-274-9170,customer1585@email.com,Hyundai,Sonata,2018,Green,SUV,48491,5.0L V8,Manual,52840,Used,114,Houston,False,0,0
1586,2023-07-16,Customer 1586,555-972-8504,customer1586@email.com,Toyota,Tacoma,2018,Black,Truck,55121,3.6L V6,Manual,50336,Used,103,Houston,False,0,0
1587,2023-04-28,Customer 1587,555-481-1308,customer1587@email.com,BMW,X5,2020,Gray,Sedan,48299,2.0L I4,CVT,44685,Used,115,Houston,True,2214,72
1588,2023-03-26,Customer 1588,555-462-3494,customer1588@email.com,Honda,CR-V,2019,Green,Coupe,45033,5.0L V8,CVT,57479,Used,104,San Jose,True,4771,48
1589,2023-10-08,Customer 1589,555-565-2691,customer1589@email.com,Ford,Escape,2020,Red,SUV,16817,2.0L I4,Automatic,37782,Used,112,Philadelphia,True,3951,0
1590,2023-10-21,Customer 1590,555-488-7243,customer1590@email.com,Toyota,Camry,2021,Green,Truck,5991,3.5L V6,Manual,52141,New,111,Houston,True,11877,36
1591,2023-06-21,Customer 1591,555-622-9062,customer1591@email.com,Audi,A4,2020,Gray,Coupe,48013,3.5L V6,Automatic,16816,Used,120,Chicago,True,2147,72
1592,2023-08-13,Customer 1592,555-346-1011,customer1592@email.com,Jeep,Cherokee,2021,Green,Sedan,26877,5.0L V8,Automatic,47340,Used,103,Chicago,True,3744,72
1593,2023-04-07,Customer 1593,555-784-9473,customer1593@email.com,Hyundai,Sonata,2020,Silver,SUV,18115,5.0L V8,Manual,50028,Used,101,Philadelphia,True,7047,72
1594,2023-08-03,Customer 1594,555-276-3928,customer1594@email.com,Mercedes,C-Class,2023,White,SUV,51008,5.0L V8,Automatic,32539,New,112,San Diego,True,2079,60
1595,2023-09-04,Customer 1595,555-161-7500,customer1595@email.com,BMW,X5,2022,Silver,Sedan,53955,3.5L V6,Manual,31722,Used,111,Los Angeles,False,0,0
1596,2023-06-12,Customer 1596,555-829-8000,customer1596@email.com,Toyota,Tacoma,2021,Black,Coupe,54955,2.0L I4,CVT,45504,New,101,San Jose,True,10059,60
1597,2023-10-23,Customer 1597,555-743-9827,customer1597@email.com,Jeep,Cherokee,2018,Silver,Truck,18952,2.5L I4,Manual,39481,New,104,San Antonio,True,1165,36
1598,2023-04-12,Customer 1598,555-312-7610,customer1598@email.com,Chevrolet,Traverse,2020,Blue,Coupe,51285,5.0L V8,Automatic,31124,Used,115,Phoenix,True,5795,36
1599,2023-10-16,Customer 1599,555-810-7170,customer1599@email.com,Honda,CR-V,2022,Silver,SUV,35114,2.0L I4,CVT,48730,New,111,San Diego,False,0,0
1600,2023-10-04,Customer 1600,555-165-6100,customer1600@email.com,Hyundai,Sonata,2018,Black,Coupe,43580,3.6L V6,CVT,23424,Used,110,New York,False,0,0
1601,2023-03-10,Customer 1601,555-707-5459,customer1601@email.com,BMW,X5,2018,Blue,SUV,50413,2.0L I4,Manual,31314,New,116,Dallas,True,6894,72
1602,2023-10-06,Customer 1602,555-245-4680,customer1602@email.com,Chevrolet,Silverado,2022,Silver,Coupe,30946,3.5L V6,CVT,56875,New,107,Dallas,False,0,0
1603,2023-02-17,Customer 1603,555-808-3840,customer1603@email.com,Ford,F-150,2018,Silver,Truck,6487,3.6L V6,Manual,24185,Used,116,Phoenix,True,3924,60
1604,2024-01-26,Customer 1604,555-786-2689,customer1604@email.com,BMW,5 Series,2019,Green,Truck,29763,3.6L V6,Automatic,52391,New,102,Phoenix,True,4719,48
1605,2023-08-05,Customer 1605,555-876-2366,customer1605@email.com,Jeep,Grand Cherokee,2024,Silver,Sedan,34318,5.0L V8,Manual,30487,Used,113,Dallas,False,0,0
1606,2023-01-05,Customer 1606,555-442-2829,customer1606@email.com,Mercedes,C-Class,2018,Silver,Sedan,39329,2.5L I4,Manual,58439,Used,103,San Jose,True,7538,48
1607,2023-03-15,Customer 1607,555-261-2558,customer1607@email.com,Honda,Accord,2023,Green,SUV,58257,2.0L I4,Automatic,16087,New,102,San Diego,True,3385,48
1608,2024-01-07,Customer 1608,555-640-5214,customer1608@email.com,Audi,Q5,2021,Gray,Sedan,5028,3.6L V6,CVT,54036,New,111,San Antonio,True,4171,0
1609,2023-05-21,Customer 1609,555-345-7033,customer1609@email.com,Hyundai,Elantra,2021,Red,Truck,8465,2.0L I4,Manual,27980,New,107,Dallas,False,0,0
1610,2023-10-31,Customer 1610,555-143-8996,customer1610@email.com,Toyota,Camry,2018,Black,Coupe,30027,3.6L V6,Automatic,35428,Used,105,Dallas,True,4037,48
1611,2023-05-07,Customer 1611,555-670-9106,customer1611@email.com,Audi,A4,2018,Blue,Truck,27725,2.5L I4,Manual,36603,New,107,Dallas,True,5165,48
1612,2023-03-07,Customer 1612,555-529-8090,customer1612@email.com,Jeep,Cherokee,2019,Red,Coupe,49088,3.5L V6,Manual,41960,Used,119,Los Angeles,False,0,0
1613,2023-06-30,Customer 1613,555-596-2326,customer1613@email.com,BMW,5 Series,2019,Blue,Sedan,19310,3.6L V6,CVT,44300,New,104,Houston,True,10460,0
1614,2024-01-20,Customer 1614,555-152-9925,customer1614@email.com,Chevrolet,Equinox,2024,White,Sedan,58867,3.5L V6,Automatic,52950,Used,116,Houston,True,9217,36
1615,2023-09-18,Customer 1615,555-876-2886,customer1615@email.com,Nissan,Rogue,2022,Black,SUV,13213,3.5L V6,CVT,32595,New,109,San Diego,False,0,0
1616,2023-01-22,Customer 1616,555-905-8420,customer1616@email.com,Hyundai,Elantra,2021,Gray,Truck,36680,3.6L V6,Manual,40866,Used,118,Houston,True,9609,0
1617,2023-03-09,Customer 1617,555-178-8205,customer1617@email.com,BMW,5 Series,2024,Blue,Sedan,41249,3.6L V6,Automatic,46248,Used,112,Houston,False,0,0
1618,2023-01-28,Customer 1618,555-586-6701,customer1618@email.com,Audi,A4,2024,Green,SUV,2056,2.0L I4,CVT,25111,New,116,New York,True,4697,36
1619,2024-01-10,Customer 1619,555-138-9870,customer1619@email.com,Mercedes,S-Class,2019,Black,Sedan,25939,3.5L V6,Manual,59035,Used,117,San Antonio,False,0,0
1620,2023-04-05,Customer 1620,555-155-6148,customer1620@email.com,BMW,5 Series,2024,White,SUV,52837,3.6L V6,Manual,43540,New,102,Dallas,True,4675,36
1621,2024-01-18,Customer 1621,555-301-9989,customer1621@email.com,Toyota,Tacoma,2022,Green,Sedan,22087,2.5L I4,CVT,57258,New,108,Chicago,True,5721,72
1622,2023-02-03,Customer 1622,555-554-8186,customer1622@email.com,Jeep,Grand Cherokee,2019,Silver,Sedan,23480,5.0L V8,Manual,18269,Used,107,Dallas,False,0,0
1623,2023-08-28,Customer 1623,555-798-3275,customer1623@email.com,Ford,F-150,2019,White,Sedan,47446,5.0L V8,CVT,30604,New,101,San Diego,False,0,0
1624,2023-03-09,Customer 1624,555-252-5118,customer1624@email.com,Honda,CR-V,2023,Blue,SUV,18271,3.5L V6,Automatic,42421,Used,109,San Jose,False,0,0
1625,2024-01-20,Customer 1625,555-236-9701,customer1625@email.com,Chevrolet,Silverado,2023,White,SUV,23780,2.5L I4,CVT,45346,New,111,San Diego,True,2351,0
1626,2023-05-13,Customer 1626,555-866-1099,customer1626@email.com,BMW,3 Series,2021,Red,Coupe,36960,3.5L V6,CVT,56932,Used,115,Chicago,False,0,0
1627,2023-02-12,Customer 1627,555-740-7019,customer1627@email.com,Honda,Accord,2024,Blue,Truck,4563,2.5L I4,Manual,21487,Used,113,New York,False,0,0
1628,2023-07-12,Customer 1628,555-692-9249,customer1628@email.com,BMW,5 Series,2021,Black,Sedan,51710,3.5L V6,CVT,16695,Used,105,Chicago,False,0,0
1629,2023-05-05,Customer 1629,555-503-6566,customer1629@email.com,BMW,X5,2018,White,Truck,12511,3.5L V6,CVT,34285,New,107,New York,True,6467,36
1630,2023-01-28,Customer 1630,555-389-1709,customer1630@email.com,Ford,Escape,2018,Gray,SUV,7253,5.0L V8,Automatic,57281,Used,112,Houston,False,0,0
1631,2023-07-02,Customer 1631,555-541-7040,customer1631@email.com,Nissan,Titan,2022,Red,SUV,21979,2.5L I4,Manual,23619,Used,116,Philadelphia,True,3746,72
1632,2023-11-26,Customer 1632,555-449-2954,customer1632@email.com,Hyundai,Sonata,2022,Gray,Truck,13937,3.5L V6,Automatic,16554,Used,113,Los Angeles,False,0,0
1633,2023-12-24,Customer 1633,555-480-8251,customer1633@email.com,Audi,A4,2021,Black,Coupe,13940,2.0L I4,Manual,54635,New,110,Houston,True,6774,48
1634,2023-10-01,Customer 1634,555-686-8947,customer1634@email.com,Audi,A6,2022,Green,SUV,15640,5.0L V8,Automatic,57972,New,105,Los Angeles,True,2656,36
1635,2023-05-08,Customer 1635,555-527-4864,customer1635@email.com,Mercedes,S-Class,2020,Black,SUV,13163,3.6L V6,CVT,59788,New,116,San Jose,True,14553,60
1636,2023-06-24,Customer 1636,555-548-1540,customer1636@email.com,Chevrolet,Silverado,2024,Silver,SUV,34322,3.6L V6,Manual,19569,Used,101,Dallas,True,1321,0
1637,2023-12-15,Customer 1637,555-438-3339,customer1637@email.com,Hyundai,Tucson,2018,Red,Sedan,49229,2.5L I4,Manual,34587,New,102,Houston,True,4528,72
1638,2023-05-15,Customer 1638,555-975-3053,customer1638@email.com,Jeep,Cherokee,2023,White,SUV,23180,3.5L V6,Manual,31198,New,109,Philadelphia,False,0,0
1639,2024-01-23,Customer 1639,555-975-2044,customer1639@email.com,Audi,Q5,2023,Red,Sedan,17072,5.0L V8,Manual,37907,Used,102,San Diego,False,0,0
1640,2023-01-27,Customer 1640,555-850-5809,customer1640@email.com,Chevrolet,Traverse,2021,Silver,SUV,55235,3.6L V6,Automatic,29814,Used,119,New York,False,0,0
1641,2024-01-26,Customer 1641,555-723-2116,customer1641@email.com,Mercedes,E-Class,2024,Silver,Sedan,23095,3.6L V6,CVT,19320,New,119,Phoenix,True,4124,0
1642,2023-07-07,Customer 1642,555-455-1386,customer1642@email.com,Ford,Mustang,2024,Black,Truck,19755,2.0L I4,Automatic,34395,Used,117,Phoenix,True,5907,72
1643,2023-09-03,Customer 1643,555-237-3637,customer1643@email.com,Nissan,Rogue,2023,Blue,Coupe,33113,2.0L I4,Manual,26793,New,110,Dallas,True,1626,0
1644,2023-08-04,Customer 1644,555-998-8438,customer1644@email.com,Mercedes,S-Class,2020,White,Sedan,40696,5.0L V8,CVT,36663,New,112,San Diego,True,3442,36
1645,2023-12-16,Customer 1645,555-749-8309,customer1645@email.com,Nissan,Rogue,2023,Gray,SUV,47773,2.0L I4,CVT,53441,Used,107,Dallas,False,0,0
1646,2023-05-14,Customer 1646,555-137-1359,customer1646@email.com,Toyota,RAV4,2023,Green,Sedan,18695,3.5L V6,Automatic,26107,Used,115,San Antonio,False,0,0
1647,2023-12-20,Customer 1647,555-839-7297,customer1647@email.com,Jeep,Cherokee,2019,Black,Coupe,32154,3.6L V6,CVT,27783,Used,101,Dallas,True,2657,60
1648,2023-09-17,Customer 1648,555-778-6565,customer1648@email.com,Chevrolet,Equinox,2019,Gray,Truck,58835,3.5L V6,CVT,58551,New,119,Dallas,False,0,0
1649,2023-01-16,Customer 1649,555-803-8102,customer1649@email.com,Toyota,RAV4,2018,Silver,SUV,47336,3.5L V6,Automatic,17043,New,109,Philadelphia,False,0,0
1650,2023-07-14,Customer 1650,555-233-8683,customer1650@email.com,Toyota,Camry,2018,Black,SUV,39242,5.0L V8,Automatic,50439,Used,106,Los Angeles,False,0,0
1651,2023-07-06,Customer 1651,555-100-5933,customer1651@email.com,Jeep,Wrangler,2022,White,Truck,31086,3.5L V6,CVT,16322,New,114,San Diego,False,0,0
1652,2023-12-31,Customer 1652,555-635-1288,customer1652@email.com,Ford,F-150,2023,Blue,SUV,9388,5.0L V8,Manual,19836,New,105,Chicago,False,0,0
1653,2023-10-18,Customer 1653,555-531-1309,customer1653@email.com,Nissan,Rogue,2023,Black,SUV,55284,3.5L V6,CVT,57019,Used,101,Philadelphia,True,9907,36
1654,2023-10-15,Customer 1654,555-884-5963,customer1654@email.com,Honda,CR-V,2018,Green,SUV,12935,3.6L V6,Manual,24398,Used,111,Dallas,False,0,0
1655,2023-09-17,Customer 1655,555-551-6935,customer1655@email.com,BMW,X5,2020,Blue,Sedan,38020,2.5L I4,CVT,55598,Used,114,San Diego,False,0,0
1656,2024-01-04,Customer 1656,555-593-6393,customer1656@email.com,Nissan,Rogue,2020,Blue,SUV,34918,2.5L I4,Automatic,33688,Used,115,Philadelphia,False,0,0
1657,2023-01-15,Customer 1657,555-293-7076,customer1657@email.com,Nissan,Rogue,2024,Blue,Coupe,4296,5.0L V8,CVT,23703,Used,107,Chicago,True,477,0
1658,2023-08-14,Customer 1658,555-672-2358,customer1658@email.com,Toyota,Camry,2022,Silver,Coupe,5666,2.0L I4,CVT,23474,New,120,San Diego,False,0,0
1659,2023-03-04,Customer 1659,555-165-2054,customer1659@email.com,Mercedes,E-Class,2023,Red,Truck,24141,5.0L V8,CVT,22700,New,110,San Antonio,False,0,0
1660,2023-09-10,Customer 1660,555-338-3380,customer1660@email.com,Nissan,Altima,2019,White,SUV,54873,2.5L I4,CVT,45290,Used,102,San Antonio,True,3241,0
1661,2023-12-21,Customer 1661,555-166-5852,customer1661@email.com,Hyundai,Tucson,2018,Blue,SUV,27651,3.6L V6,Manual,35401,New,105,Dallas,True,2274,0
1662,2023-06-10,Customer 1662,555-206-1652,customer1662@email.com,Mercedes,C-Class,2018,Gray,Truck,55597,5.0L V8,CVT,44121,New,113,Los Angeles,True,10795,0
1663,2023-07-11,Customer 1663,555-102-8309,customer1663@email.com,Hyundai,Tucson,2018,Black,Coupe,45932,2.0L I4,Automatic,59982,New,101,New York,False,0,0
1664,2023-09-15,Customer 1664,555-740-6294,customer1664@email.com,Audi,Q5,2023,Green,Truck,52135,3.6L V6,CVT,37828,Used,106,San Jose,True,8031,48
1665,2023-01-08,Customer 1665,555-781-1277,customer1665@email.com,Chevrolet,Silverado,2020,Silver,Truck,29978,3.6L V6,CVT,18398,Used,117,New York,True,1255,48
1666,2023-05-14,Customer 1666,555-830-2586,customer1666@email.com,Honda,Civic,2022,Blue,SUV,32394,2.0L I4,Manual,44691,New,109,Chicago,False,0,0
1667,2023-08-04,Customer 1667,555-177-9673,customer1667@email.com,Honda,Civic,2018,Red,Sedan,43616,3.5L V6,CVT,40851,New,102,Philadelphia,False,0,0
1668,2023-03-19,Customer 1668,555-985-3029,customer1668@email.com,Ford,Escape,2019,Green,Truck,20151,2.5L I4,CVT,50351,New,108,San Diego,True,10957,36
1669,2023-07-20,Customer 1669,555-837-4082,customer1669@email.com,Ford,Escape,2022,Red,SUV,5778,2.0L I4,Manual,24707,Used,104,San Jose,True,4336,48
1670,2023-09-05,Customer 1670,555-983-7070,customer1670@email.com,Nissan,Titan,2018,White,Sedan,35571,3.5L V6,Automatic,52511,New,113,Houston,True,2917,60
1671,2023-06-14,Customer 1671,555-663-5695,customer1671@email.com,Honda,CR-V,2018,Red,Coupe,32865,3.5L V6,Automatic,44399,Used,107,New York,False,0,0
1672,2023-04-11,Customer 1672,555-601-7423,customer1672@email.com,Toyota,RAV4,2018,Blue,SUV,28553,3.5L V6,CVT,19992,New,101,Phoenix,True,1853,72
1673,2023-02-23,Customer 1673,555-976-3186,customer1673@email.com,Nissan,Rogue,2023,Green,SUV,24055,2.0L I4,Automatic,53918,New,120,Phoenix,True,2027,48
1674,2023-12-17,Customer 1674,555-576-5585,customer1674@email.com,Chevrolet,Traverse,2020,Green,Coupe,23044,2.0L I4,Manual,53684,Used,109,San Diego,False,0,0
1675,2023-06-09,Customer 1675,555-127-7679,customer1675@email.com,Honda,Civic,2022,Green,Coupe,29316,2.5L I4,Manual,32717,Used,114,San Antonio,False,0,0
1676,2023-12-02,Customer 1676,555-492-3923,customer1676@email.com,Nissan,Rogue,2023,Red,SUV,15802,2.5L I4,Automatic,32312,New,106,Houston,False,0,0
